Name
C. Ar†nguiz
S. Verdi
D. Lovren
G. Medel
X. Shaqiri
J. Corona
A. Areola
K. Vogt
Ander Herrera
E. Salvio
S. El Shaarawy
C. Smalling
Hulk
S. Kagawa
M. Lanzini
F. Smolov
L. Stindl
O. Toprak
D. Perotti
F. Muslera
B. Hîwedes
S. Kjër
S. Bender
M. Valbuena
Pedro Le¢n
K. Boateng
L. Piszczek
A. Candreva
D. Wass
E. Lamela
D. Rose
C. Vela
Renato Augusto
A. Valencia
L. Fabia?ski
Jo?o Moutinho
Borja Valero
F. Quagliarella
B. Gomis
Manuel Fernandes
H. Herrera
Raffael
Nani
J. Milner
J. Mathieu
Joaqu°n
M. G¢mez
K. Havertz
T. Ndombele
H. Aouar
Carlos Soler
Odriozola
M. Almir¢n
Welington Dano
Everton Andr?o
Oyarzabal
F. Balbuena
M. Marega
B. Pavard
W. Ndidi
A. Onana
G. Lo Celso
M. Acu§a
R£ben Neves
Mariano
Ra£l
M. Caldara
M. Vecino
T. Bakayoko
M. Dahoud
Rafa
K. BaldÇ
G. Rulli
F. Armani
Rony Lopes
Santi Mina
K. Demirbay
GayÖ
AndrÇ Gomes
N. Tagliafico
M. Sanson
Pacheco
E. Can
H. Äalhano?lu
M. Ginter
M. Keane
L. Paredes
T. Stepanenko
L. Shaw
Z. Feddal
S. Haller
Bernard
T. Inui
Portu
M. Batshuayi
E. Zahavi
T. Vacl°k
N. Pope
HÇctor Beller°n
P. Kade?†bek
J. Butland
J. Vestergaard
J. Tarkowski
Deulofeu
E. Dier
J. Murillo
M. Badelj
Ismaily
N. Schulz
L. Digne
M. Uth
Cristian Tello
D. Vida
L. Muriel
V. Aboubakar
A. Oxlade-Chamberlain
S. Aurier
J. Matip
Y. Rakitskyi
Sergi Enrich
A. Yarmolenko
Hugo Mallo
AndrÇ Almeida
D. Didavi
R. Rodr°guez
R. Pereyra
Mario Gaspar
Maicon
D. Blind
J. Zoet
A. Ljaji?
Canales
Iago FalquÇ
L. de Jong
Guaita
Muniain
Susaeta
S. Rudy
K. Trapp
V. Wanyama
N. Nkoulou
R. Boudebouz
Camacho
S. Ulreich
M. Musacchio
C. Stuani
P. Gul†csi
Bruno
F. Delph
A. Lallana
Marcelo
S. Coleman
Alexandre Pato
Antunes
Nacho Monreal
Be§at
A. Fern†ndez
K. Gameiro
I. Piatti
V. Birsa
S. Romero
D. Criscito
D. Valeri
D. Sturridge
Ra£l Garc°a
S. Defour
M. ?krtel
S. Radu
G. Cahill
L. Diarra
L. Perrin
Dante
A. Granqvist
A. Gignac
M. G¢mez
I. Akinfeev
I. Denisov
Juanfran
Diego L¢pez
Santi Cazorla
Jes£s Navas
J. Mascherano
A. Mirante
D. Srna
B. Schweinsteiger
Moy†
W. Rooney
Fernando Torres
S. Sorrentino
V. Tsygankov
R£ben Dias
David Neres
Raphinha
A. Harit
Richarlison
L. Mart°nez
F. KessiÇ
Luimo Boas Santos
Gabri Prest?o
Melvin Parrela
Antìnio Chiamuloira
Maikel Catarino
A. Lunev
AndrÇ Silva
C. Pulisic
M. Dmitrovi?
L. Tousart
Marcos Llorente
B. Verbi?
S. Bergwijn
A. Diallo
A. Golovin
M. Campa§a
C. Pav¢n
K. Toko-Ekambi
Granell
F. Cervi
J. Weigl
V. Lindelîf
A. Rebi?
A. Sanabria
R. Battaglia
M. Philipp
A. Saint-Maximin
D. Zappacosta
L. Alario
D. Benedetto
I. Marcone
J. Gbamin
J. Lerma
Ricardo Horta
R. Zobnin
M. Meyer
Bruma
R. Centuri¢n
Jonny
Ot†vio
J. Hofmann
N. AkÇ
J. Hector
S. Kola?inac
G. Pizarro
Roger
Sergio Rico
L. Milivojevi?
D. Baselli
K. Rekik
Denis Su†rez
W. Orban
M†rio Rui
I§igo Mart°nez
K. Zouma
Roque Mesa
J. Brooks
L. Karius
ZÇ Lu°s
D. Klaassen
M. Elyounoussi
L. Bittencourt
Sergi Darder
J. Roussillon
D. Demme
J. Gouweleeuw
M. Rojo
J. Veretout
L. Kurzawa
G. Ram°rez
David L¢pez
C. T?t?ru?anu
A. Mandi
D. SidibÇ
Y. Konoplyanka
S. Berghuis
H. Vanaken
Campa§a
M. van Ginkel
Nolito
M. Gregoritsch
Ibai G¢mez
Danilo
R. Barkley
M. Ryan
Sergio Le¢n
B. Stambouli
J. Guilavogui
SÇrgio Oliveira
D. Caligiuri
C. Wilson
P. Jones
Borja Garc°a
Y. Belhanda
G. Pezzella
Jaume Costa
C. Tosun
Escudero
Kike Garc°a
Elkeson
Ricardo Goulart
J. Gu?mundsson
N. Clyne
M. Hitz
De Marcos
B. Mee
Rafael
Iborra
J. Wilshere
B. HÅbner
Souza
F. Coquelin
Alex Teixeira
A. Dzagoev
I. Smolnikov
Y. M'Vila
K. Asamoah
R. Zieler
D. Drinkwater
N. Kalini?
Mariano
S. Feghouli
Adrien Silva
Fernando
I. TraorÇ
G. Mercado
N. Petersen
O. Karnezis
M. Sakho
Sidnei
S. Joveti?
Eder
J. Hern†ndez
Fabricio
Kiko Casilla
?ngel
M. Schneiderlin
M. Fellaini
P. Wernbloom
D. Ospina
S. Mignolet
A. Begovi?
N. ?ahin
R. Bertrand
A. Masiello
T. Walcott
Charles
T. Heaton
H. Ben Arfa
D. Abraham
E. Lavezzi
S. Kalou
J. Farf†n
R. Babel
A. Young
J. Hart
L. L¢pez
D. Baier
B. Y?lmaz
R. Adler
S. Lichtsteiner
E. Adebayor
E. Belîzo?lu
Loren
êder Milit?o
F. Chiesa
M. Lazzari
A. Hakimi
S. Nakajima
L. Jovi?
S. Ascac°bar
A. Lafont
T. Alexander-Arnold
F. Krovinovi?
Sidney Pessinho
Everticinho
Claudio Co°ntra
Ronaldo Esler
P. Lees-Melou
B. Chilwell
Jo?o Novais
D. Calabria
F. Mendy
L. Pellegrini
Soares
Daniel Podence
M. D°az
G. Mart°nez
M. Eggestein
Trezeguet
N. Amiri
Vallejo
J. Gomez
Diogo Jota
Joan Jord†n
Dyego Sousa
A. Maru?i?
David Soria
V. Rongier
W. Weghorst
O. Al Soma
M. Nakamba
Petros
Pablo Maffeo
Y. Mina
M. D£bravka
Diego Carlos
D. DjenÇ
G. Simeone
M. Meza
Bastos
S. Lobotka
Y. Tielemans
Marcelo Goiano
K. Tete
Capa
M. Sportiello
Jemerson
N. Maksimovi?
D. Zapata
J. Correa
E. Rigoni
C. Izquierdoz
W. Barrios
J. Mojica
A. Selikhov
A. Iwobi
D. Laxalt
N. Bentaleb
N. Stark
M. Lemina
L. Dendoncker
Ricardo Esgaio
P. Sisto
P. Max
R. Gagliardini
Pere Pons
D. Berardi
M. Halstenberg
J. Quintero
Tiago Volpi
?liver Torres
Omar Mascarell
H. Sakai
Andreas Pereira
A. Januzaj
B. Cristante
Matheus
B. TraorÇ
Y. Poulsen
L. Trossard
M. Arnold
M. De Sciglio
Leo Baptistao
V. Chiriche?
L. Pavoletti
A. Cragno
L. Castro
N. FÅllkrug
F. Fajr
R. JimÇnez
E. Sala
S. Garc°a
S. Arias
B. Reynet
Pozuelo
A. Trebel
J. Lascelles
T. Kongolo
A. Carrillo
?lvaro
G. Defrel
Fernando
V. Darida
R. Saponara
Pedro Mendes
C. Schindler
N. Chadli
Arbilla
L. Dunk
P. Hern†ndez
J. Guidetti
Sergi G¢mez
Oriol Romeu
Lucas PÇrez
B. Natcho
Cl†udio Ramos
F. Lejeune
G. Krychowiak
N. Lodeiro
O. ôzyakup
C. TÇvez
K. Papadopoulos
M. Gradel
M. Debuchy
V. Moses
Z. Junuzovi?
Granero
J. Baumgartlinger
F†bio Coentr?o
B. Costil
Hilton
N. Gudelj
L. Pratto
E. Hern†ndez
Jurado
R. Cabella
Rafael Tol¢i
C. Bravo
Hernanes
K. Honda
A. Dzyuba
J. Holebas
Javi Garc°a
Sergio
M. C†ceres
Daniel Carriáo
J. Cork
J. Tomkins
Guilherme
Gervinho
J. Shelvey
R. Eremenko
R. Vormer
J. Lens
Adriano
S. Cook
L. Podolski
C. Ansaldi
Manu Garc°a
R. Alessandrini
J. Ward-Prowse
M. Harnik
B. Moukandjo
G. Pereiro
G. Castro
Aar¢n Mart°n
F. Johnson
L. L¢pez
M. Dossevi
Caiuby
Gabriel
Iv†n Ramis
M. Such?
T. Vilhena
E. Äolak
V. Germain
G. Hoarau
Sergio Garc°a
E. Choupo-Moting
J. Pinola
J. Hendrix
J. Izquierdo
S. Sydorchuk
C. Grenier
T. Strobl
V. Odjidja-Ofoe
N. Guzm†n
F. Fabra
J. Maddison
K. El Ahmadi
M. Carcela-Gonz†lez
M. Gabbiadini
Gomes
M. Ritchie
G. Bou
Javi Fuego
E. Akbaba
J. Amavi
R. Malinovskyi
D. Welbeck
G. Conti
Bruno
Garry Rodrigues
A. Schwolow
L. Cook
P. PÇrez
Gazzolisco
Jonatan Soriano
RubÇn Pe§a
Mikel San JosÇ
P. Gro·
L. Baines
A. Ogbonna
Juan Jesus
J. Mart°nez
N. Elvedi
G. Moreno
J. Valdivia
A. Carroll
Lu°s Neto
A. Pyatov
T. GutiÇrrez
?lex Remiro
Wilson Eduardo
Jorge MerÇ
M. Elneny
D. Torres
Y. Bounou
A. Prijovi?
A. Jahanbakhsh
J. Calleri
Sim?o Acunha
N. MÅller
L. Ocampos
J. Rodriguez
V. Ibi?evi?
S. Rond¢n
Victor S†nchez
D. Su†rez
K. Huntelaar
L. Dubois
AndrÇ Pinto
K. Lala
O. K?vrak
A. Bertolacci
E. Giaccherini
A. ?ivkovi?
R. ?bila
P. Diop
D. Garmash
T. Chandler
R. Klavan
A. Miranchuk
D. Da Silva
D. Benaglio
T. Rinc¢n
M. Pereira
C. Borges
J. Sand
Markel Bergara
V†gner Love
B. Bourigeaud
R. Soriano
D. Kuzyaev
R. Sambueza
Montoya
A. Poli
C. Austin
L. Tonelli
M. Z†rate
J. Sancho
D. Basta
Maráal
Munir
G. Sio
J. McCarthy
J. Aquino
H. PÇrez
Jì
R. Gurtner
C. S†nchez
M. Sissoko
W. Anton
E. Skhiri
R£ben Vezo
Jorge Molina
M. Hasebe
A. SchÅrrle
O. Ighalo
L. Acosta
V. Babacan
R. Aguilar
Yeray
J. Defoe
L. Sch?ne
C. önder
M. Dabbur
Roberto
Djaniny
Wallace
Pedro Obiang
D. Heintz
N. Mukiele
T. Vermaelen
I. Abate
Diego Llorente
C. Wood
Formosandrinho
E. Pulgar
V. Vasin
V. Grifo
A. Turan
J. dos Santos
D. Schwaab
M. Schmelzer
L. Spinazzola
A. Dragovi?
D. Prîpper
R. Inglese
A. Marches°n
R. De Paul
C. Gentner
G. Murray
Rafael Carioca
A. McCarthy
L. Chichizola
D. Zakaria
G. Dzhikiya
N. Castillo
D. Origi
O. Yoku?lu
D. Cheryshev
D. Selke
Wendell
M. Lay£n
Y. Sabaly
P. Cutrone
F. Marchetti
W. Cyprien
G. Paletta
F. Caicedo
Jordi Masip
B. Espinosa
M. Benassi
P. Jagielka
J. Kucka
R. Brady
A. Szymanowski
W. Reid
CÇdric
R. Civelli
R. Loftus-Cheek
S. De Maio
S. Brown
A. Mitrovi?
P. Skjelbred
D. Cvitanich
K. Lasagna
R. Palacio
M. Wolf
E. Gigliotti
N. J?rgensen
Laguardia
J. Lukaku
J. Augustin
M. Diakhaby
Douglas
N. Pej?inovi?
D. van de Beek
Borja Iglesias
G. Shibasaki
W. Hughes
S. Boufal
T. Kehrer
M. Lang
E. GutiÇrrez
D. Upamecano
Jefferson
W. Ben°tez
E. Bardhi
K. Mbodji
B. Sarr
F. Ferreyra
Danilo
A. Ayew
K. Mitroglou
J. Villar
P. Herrmann
D. da Costa
V. Fischer
Wesley
D. Ginczek
F. Kosti?
R. Fraser
Cote
H. Winks
K. Mbabu
M. Hinteregger
L. Acosta
Sidcley
M. J?rgensen
M. Fabi†n
Carlos Eduardo
RubÇn Castro
L. Augustinsson
S. Aziz
G. Ochoa
P. Hetemaj
AndrÇ AndrÇ
Vin°cius J£nior
B. D?emaili
Juanpe
K. Fortounis
M. Vorm
B. Oczipka
R. Bentancur
T. Hern†ndez
M. Lowton
I. Diop
B. AndrÇ
C. Piccini
Paulinho
A. Diawara
Yuri Berchiche
JosÇ S†
F. Kamano
F. Cartabia
E. önal
I. Radovanovi?
Renan Ribeiro
Jony
D. Buonanotte
Tom†s Pina
N. Pallois
D. Latza
F. Belluschi
O. Abdulrahman
O. Trejo
N. Barella
Angeli§o
Vieirundinho
F. Orellana
F. Grillitsch
C. Ort°z
Bruno Viana
J. Maidana
R. Funes Mori
D. Kohr
F. Higua°n
A. Bar†k
F. Andone
Adri†n
G. Gonz†lez
Ot†vio
D. Janmaat
R. Funes Mori
P. Schick
Aleix Vidal
A. Schîpf
W. Boly
Alberto Moreno
C. Villanueva
M. Weiser
G. Escalante
M. Holgate
J. Hopf
D. Zurutuza
Juanmi
K. Gibbs
F. Fern†ndez
L. Kalini?
N. Radoja
N. Blandi
David JuncÖ
Wu Lei
Gabriel Boschilia
Iuri Medeiros
M. Phillips
Iv†n CuÇllar
J. Lîssl
Mario Su†rez
W. Bony
S. Doumbia
D. Reyes
Bernat
V. Behrami
S. Langkamp
J. Sosa
A. TourÇ
JesÇ
D. Ings
M. Esser
F. Acheampong
R. Knoche
O. Vlachodimos
J. Denayer
S. Rode
Wendel
A. Nagy
Alfa Semedo
A. Barnes
Alan Kardec
Marcelo
E. Boateng
Dalbert
A. Halilovi?
I. Popov
T. Cleverley
M. Livaja
M. Uribe
P. Bargfrede
J. Jankto
Junior Firpo
D. D'Ambrosio
D. Boyko
M. D°az
S. Vokes
HÇldon
Mario Hermoso
F. Bartels
K. Malcuit
R. Marin
Ayoze PÇrez
J£nior Moraes
V. Berisha
R. Freuler
Ganso
Vicente G¢mez
M. Pa?ali?
Vitor Hugo
B. Fornaroli
R. Snodgrass
Francisco Geraldes
I. Ordets
D. Santon
M. Niang
O. Wendt
C. Riveros
F. Benkovi?
M. Torres
M. Noble
M. Rashica
C. Benteke
Rìmulo
D. Pab¢n
Embarba
C. Kerbrat
L. Teodorczyk
Alexo Baia
David Seijalbo
N. N†ndez
L. Rupp
Jordi Amat
W. Caballero
F. Di Francesco
O. El Kaddouri
T. Rogi?
G. Tîre
M. Destro
JosuÇ
A. Bizzarri
Ki Sung Yueng
H. Onyekuru
N. PÇpÇ
Matheus Pereira
Y. Salibur
E. Vargas
L. Magall†n
Danny
C. HÇrelle
E. Mangala
O. Selnës
V°ctor V†zquez
Diego Mari§o
Carles Planas
G. Fern†ndez
Soldado
A. Ekdal
Gedson Fernandes
M. Darmian
N. Chalobah
R. Pizarro
AndrÇ Sim?es
S. Tshabalala
L. Rossettini
F. Viviani
M. de Roon
RubÇn Duarte
Y. ?sako
Gil
A. Ruiz
P. van Aanholt
S. MeãtÇ
K. Dolberg
Juli Freitinho
L. Vietto
A. Izzo
A. Paloschi
G. GînÅl
Llorente
J. Morel
G. Kakuta
Jo?o Pedro
S. Garc°a
Eltildo Correia
Kenedy
M. Moralez
N. Vuk?evi?
F. Borini
I. Sarr
C. Clark
Mata
M. Albrighton
A. Gray
F. Guar°n
Yoel
J. Cuadrado
S. Widmer
B. Dzsudzs†k
P. Mantalos
S. Proto
A. Mehmedi
Pablo
I. Slimani
C. Erkin
D. Chygrynskyi
Beto
A. Samaris
G. Lapadula
Dànildo Stein
S. Padt
S. Taãder
F. Klaus
H. Nordtveit
L. Zuffi
Emilio Piod?o
S. Zuber
J. Palomino
Y. Mut?
J. Altidore
M. Barbosa
G. Laborde
P. Baysse
Eric Botteghin
Iv†n Alejo
S. Blanco
Thiago Mendes
D. Brosinski
T. Monconduit
AndrÇs Fern†ndez
Eraso
S. Hanni
M. KonatÇ
C. ThÇrÇau
A. Donatti
T. Jedvaj
Pedro Henrique
J. Briand
F. Lustenberger
J. Ayew
S. Sanogo
R. Thomas
Rafael Cachoira
N. Sansone
E. Bi?ak?i?
J. Veltman
A. Knockaert
Douglas Santos
S. Bocchetti
M. DembÇlÇ
E. Valencia
F. Mollet
D. Dumfries
Koo Ja Cheol
A. Petagna
De Tom†s
E. Balanta
T. Koubek
J. Allen
Alan Carvalho
S. Ristovski
Maic¢n
D. Quintero
P. H?jbjerg
I. Santini
Vieirinha
M. Boselli
L. Antonelli
B. Embolo
V. Eysseric
C. Salcedo
A. Ranocchia
L. Unnerstall
T. Baumgartl
F. Bustos
P. Jansson
W. Vainqueur
S. Kverkvelia
RubÇn Blanco
P. Aguilar
A. Ndiaye Diedhiou
Rafinha
D. Limbersk?
G. Cabral
J. De Guzm†n
S. Terodde
J. Fernandes
Kiko Femen°a
Recio
A. Samedov
A. Smith
Maur°cio
D. Stephens
Miguel Lopes
I. Belfodil
J. Campbell
Marc Roca
M. Veljkovi?
J. Willems
A. Lennon
F. Forster
J£nior Caiáara
C. Biraghi
Aritz Elustondo
Fred An°b?o
O. Romero
Nelsildo Reis
V. Koziello
A. Cresswell
Alex Berenguer
C. Davies
C. KouyatÇ
Y. Kobayashi
Camarasa
J. Martin
J. Grealish
D. Pelkas
J. Montero
J. Forrest
Varela
M. Antenucci
R. Durmisi
P. Schwegler
A. Hunt
Aday Ben°tez
K. Tierney
Jaume
S. Gigot
I. Brizuela
A. Souquet
A. Delort
P. Zabaleta
Andeson Trigo
J. Gnagnon
Mosquera
I. Bebou
R. Morrison
L. Christodoulopoulos
J. McArthur
R. Olsen
W. Hoedt
R. Holding
F. Montero
N. Sliti
J. V†zquez
Rodrigo Ely
M. Ben°tez
Y. Yaz?c?
Y. SankharÇ
A. N'Diaye
S. Bell
K. Linetty
F. Uduokhai
M. Samatta
Barrag†n
R. Hamouma
L. Skorupski
To§o Garc°a
A. Szalai
Ra£l Navas
B. KonÇ
J. Brekalo
Diego Tardelli
A. Hegazi
M. Sels
D. Gray
M. Pjaca
M. Arambarri
A. ?ori?
T. Gebre Selassie
C. Nkunku
M. Topal
LÇo Matos
F. Kainz
B. Henrichs
Victildinho
D. Praet
A. Umar
J. Orozco
N. El Zhar
O. Colley
J. Aholou
G. Clichy
RubÇn Sobrino
J. Iturbe
H. Soudani
M. Bradley
Z. Labyad
D. Mbokani
T. Mangani
A. Lunin
E. Ins£a
N. Domingo
D. Yedlin
D. Gonz†lez
T. Kraft
M. Simon
Davi Parrela
N. Dom°nguez
C. Dawson
A. Rusn†k
Paulo Oliveira
A. Gomis
H. Tekin
TozÇ
R. Ruid°az
J. Hogg
L. Holtby
A. Djiku
O. Alonso
S. Berge
C. Zambrano
M. Antonio
J. Clasie
Diego Rico
Mossor¢
G. Donsah
Felipe
S. Fofana
Pablo Santos
J. Svensson
E. Roco
F. Midtsj?
Francis
Ivi
Unai N£§ez
L. Lerager
P. De Blasis
M. Zajc
J. Stanislas
Lucas Evangelista
M. Stoch
S. van Beek
Fabrio Farinha
M. Koz†?ik
Fran Sol
R. Otero
G. Marip†n
M. Braithwaite
E. Dilaver
R. ?lvarez
A. Masuaku
Rolando
Fran Rico
D. Tarasov
Alcal†
Alan Patrick
L. Refaelov
Y. Gazinskiy
Palhinha
Balenziaga
R. Petrovi?
K. Ansarifard
M. Ninkovi?
A. Talavera
A. Barrada
J. Korb
F. GutiÇrrez
T. Bongonda
Sim?o Donatinho
Lu°s Hern†ndez
L. Balogun
M. Rog
B. Do?kal
J. Durmaz
T. K†d†r
E. Andrada
Z. Steffen
M. Lestienne
M. Alustiza
Borja Mayoral
D. Bonera
Sa£l Berj¢n
C. Beauvue
Danilo
J. Hern†ndez
J. Hendrick
M. Lopez
F. Hanin
D. Mach°s
A. Potuk
Idris
N. Cardozo
Javi L¢pez
G. Pandev
J£lio Tavares
D. LiÇnard
Y. PelÇ
L. Sepe
J. Bruma
O. Duarte
A. Franco
Dani Olmo
F. Di Santo
Jozabed
G. Carrillo
M. Zeegelaar
G. Ferrari
O. ?ahiner
I. TraorÇ
T. Arslan
N. Ara£jo
S. Armstrong
K. Billiat
Ivan Cavaleiro
E. Cabaco
Silas Almeim
C. Kameni
HÇlder Costa
E. Durm
Emerson
G. Haraguchi
C. Fuchs
E. Kalinski
Rafael
F. Frei
M. Risse
V. C†ceres
Renan Bressan
Lucas Lima
M. Silvestre
Portillo
F. R?nnow
N. Spolli
S. Rajkovi?
R. Beri?
V. Hern†ndez
Claudemir
T. Jantschke
L. Schaub
P. Tschauner
Gabrisco An°bal
B. Feilhaber
A. Grassi
N. Vikonis
P. Ntep
L. Vangioni
S. Okazaki
Diego Castro
C. Jallet
O. Pineda
A. Mounier
Sandro
N. Redmond
G†lvez
A. Song
E. Badu
M. Agu
Jason
S. Crist¢foro
L. Butelle
Allan Bardinho
P. Dummett
H. Villalba
K. Amian
JosÇ Mirazar
A. Hern†ndez
Ailton Guevara
O. Akhmedov
Naldo
Y. Ayoub
A. Ring
B. Ndiaye
Kaku
Adilson Edrada
A. IbargÅen
Iraizoz
N. Nikoli?
J. Kurti?
K. Wimmer
A. Mej°a
A. Barreca
Gil Dias
J. Locadia
S. Kryvtsov
O. Peralta
C. Budescu
A. Raggi
R. Donk
Edgar MÇndez
L. De Silvestri
M. Saracchi
D. CongrÇ
M. Fritzler
T. Kolodziejczak
Caio Nunson
Felipe Vizeu
J. Damm
Guilherme
G. Nkoudou
Joel Robles
B. Zungu
Ot†vio Cairinho
P. Gouano
C. Dom°nguez
R. Falk
AndrÇ Ramalho
G. Schennikov
M. Morozyuk
J. van der Heijden
A. Musa
A. Diaby
G. ?nler
L. Cigarini
J£nior Urso
B. Butko
R. Thomas
M. Jensen
Burgui
A. Meret
M. Gonalons
D. ValdÇs
Marafona
R. Karsdorp
I. Opara
K. Laimer
O. Kamara
S. Gentiletti
Serey DiÇ
A. Westwood
C. Ciano
A. Conti
Bojan
C. Vargas
êder
Y. Benzia
W. Hennessey
E. Thommy
Bustinza
Bernardo
P. CissÇ
Oier
D. Gayle
Joelinton
A. PÇrez
B. Jones
J. Drmi?
M. Mount
A. McGregor
O. Elabdellaoui
R. Steffen
K. Kanga
J. Ananidze
S. Ilsanker
A. Blake
Nicholas Aldair
R. Sessegnon
Jorginhson
Carlitos
L. Nguyen
A. Paschalakis
Fabr°cio
M. Coco
K. Babacar
Postigo
Renato Sanches
M. Caruzzo
G. Konan
S. MouniÇ
P. Capelle
T. Davies
